aaoID,dept,matter,
20120209,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20130325,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20130516,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20130918,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20131003,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20141223,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20150709,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20150930,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20160901,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20161027,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20170413,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20171130,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20171220,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20180419,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20180510,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20180828,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),"Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants",
20071203,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20080125,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20080501,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20100308,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20100506,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20100629,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20100914,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20101014,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20111019,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20111207,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Research grants and fellowships,
20111214,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Research grants and fellowships,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Research grants and fellowships,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Research grants and fellowships,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Research grants and fellowships,
20130918,THE DEPARTMENT OF INDUSTRY,Research grants and fellowships,
20131003,THE DEPARTMENT OF EDUCATION,Research grants and fellowships,
20141223,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20150930,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20160901,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20161027,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20170413,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20171130,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20171220,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20180419,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20180510,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20180828,THE DEPARTMENT OF EDUCATION AND TRAINING,Research grants and fellowships,
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural adjustment and drought issues,
20130918,THE DEPARTMENT OF AGRICULTURE,Rural adjustment and drought issues,
20131003,THE DEPARTMENT OF AGRICULTURE,Rural adjustment and drought issues,
20141223,THE DEPARTMENT OF AGRICULTURE,Rural adjustment and drought issues,
20150709,THE DEPARTMENT OF AGRICULTURE,Rural adjustment and drought issues,
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural adjustment and drought issues,
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Rural industries inspection and quarantine,
20130918,THE DEPARTMENT OF AGRICULTURE,Rural industries inspection and quarantine,
20131003,THE DEPARTMENT OF AGRICULTURE,Rural industries inspection and quarantine,
20141223,THE DEPARTMENT OF AGRICULTURE,Rural industries inspection and quarantine,
20150709,THE DEPARTMENT OF AGRICULTURE,Rural industries inspection and quarantine,
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Rural industries inspection and quarantine,
20120209,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Schooling transitions policy and programs including career pathways,
20130325,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Schooling transitions policy and programs including career pathways,
20130516,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Schooling transitions policy and programs including career pathways,
20130918,THE DEPARTMENT OF EDUCATION,Schooling transitions policy and programs including career pathways,
20131003,THE DEPARTMENT OF EDUCATION,Schooling transitions policy and programs including career pathways,
20141223,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20150930,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20160901,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20161027,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20170413,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20171130,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20171220,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20180419,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20180510,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20180828,THE DEPARTMENT OF EDUCATION AND TRAINING,Schooling transitions policy and programs including career pathways,
20141223,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20150930,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20160901,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20161027,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20170413,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20171130,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20171220,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20180419,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20180510,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20180828,THE DEPARTMENT OF EDUCATION AND TRAINING,"Schools education policy and programs, including vocational education and training in schools",
20130918,THE DEPARTMENT OF EDUCATION,"Schools education policy and programs, including vocational education and training in schools, but excluding migrant adult education",
20131003,THE DEPARTMENT OF EDUCATION,"Schools education policy and programs, including vocational education and training in schools, but excluding migrant adult education",
20120209,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Schools education policy and programs, including vocational education and training in schools, Indigenous school education, but excluding migrant adult education",
20130325,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Schools education policy and programs, including vocational education and training in schools, Indigenous school education, but excluding migrant adult education",
20130516,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Schools education policy and programs, including vocational education and training in schools, Indigenous school education, but excluding migrant adult education",
20111214,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Schools education policy and programs, including, Indigenous school education, but excluding migrant adult education",
20080125,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20080501,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20100308,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20100506,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20100629,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20100914,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",Science awareness programs in schools,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science engagement and awareness,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science engagement and awareness,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science engagement and awareness,
20130918,THE DEPARTMENT OF INDUSTRY,Science engagement and awareness,
20131003,THE DEPARTMENT OF INDUSTRY,Science engagement and awareness,
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Science engagement and awareness,
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Science engagement and awareness,
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science engagement and awareness,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science engagement and awareness,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science engagement and awareness,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science engagement and awareness,
20071203,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20080125,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20080501,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20100308,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20100506,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20100629,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20100914,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20101014,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20111019,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20111207,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Science policy,
20111214,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science policy,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science policy,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science policy,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Science policy,
20130918,THE DEPARTMENT OF INDUSTRY,Science policy,
20131003,THE DEPARTMENT OF INDUSTRY,Science policy,
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Science policy,
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Science policy,
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science policy,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science policy,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Science policy,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Science policy,
20071203,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20080125,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20080501,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20100308,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20100506,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20100629,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20100914,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20101014,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20111019,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20111207,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20111214,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20120209,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20130325,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20130516,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Services for families with children, people with disabilities and carers",
20130918,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20131003,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20141223,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20150709,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20150930,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20160901,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20161027,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20170413,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20171130,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20171220,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20180419,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20180510,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20180828,THE DEPARTMENT OF SOCIAL SERVICES,"Services for families with children, people with disabilities and carers",
20071203,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20080125,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20080501,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20100308,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20100506,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20100629,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20100914,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older Australians, including carers",
20101014,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20111019,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20111207,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20111214,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20120209,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20130325,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20130516,THE DEPARTMENT OF HEALTH AND AGEING,"Services for older people, including their carers",
20130918,THE DEPARTMENT OF SOCIAL SERVICES,"Services for older people, including their carers",
20131003,THE DEPARTMENT OF SOCIAL SERVICES,"Services for older people, including their carers",
20141223,THE DEPARTMENT OF SOCIAL SERVICES,"Services for older people, including their carers",
20150709,THE DEPARTMENT OF SOCIAL SERVICES,"Services for older people, including their carers",
20150930,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20160901,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20161027,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20170413,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20171130,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20171220,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20180419,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20180510,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20180828,THE DEPARTMENT OF HEALTH,"Services for older people, including their carers",
20130918,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20131003,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20141223,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20150709,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20150930,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20160901,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20161027,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20170413,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20171130,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20171220,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20180419,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20180510,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20180828,THE DEPARTMENT OF SOCIAL SERVICES,Services to help people with disabilities obtain employment,
20071203,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20080125,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20080501,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20100308,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20100506,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20100629,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20100914,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20101014,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
